Rheinfelden / Rhein;Energiedienst AG;BW;79618 ;Rheinfelden;116,0;;2011;LWK;Wasser
Riffgat;EWE AG / ENOVA;Offshore;;Nordsee;113,4;;2014;WEA;Wind (O)
Rönkhausen 1 u. 2 / Glingetal;Mark-E AG / Enervie / StW Aachen;NW;57413 ;Finnentrop-Rönkh.;140,0;;1969 (2003);PSW;Wasser
Rostock;KNG mbH;MV;18147 ;Rostock;553,0;150,0;1994;DKW;Steinkohle
Rostock-Marienehe I-III;StW Rostock AG;MV;18069;Rostock;114,0;120,0;1996;HKW / GuD;Erdgas
Rüsselsheim;Konsortium Energieversorgung Opel OHG;HE;65429;Rüsselsheim;113,9;88,0;1999;IKW / GuD;Erdgas
Saarbrücken-Römerbrücke;Energie SaarLorLux (ESLL);SL;66121;Saarbrücken;132,0;235,0;1964 (2005);HKW;Steinkohle, Erdgas
Säckingen 1 bis 4;Schluchseewerk AG;BW;79713;Bad Säckingen;370,0;;1967;PSW;Wasser
Salzgitter-Hallendorf AB;Salzgitter Flachstahl GmbH;NI;38239 ;Salzgitter;105,0;n.b.;1939 (2011);SSA;Konvertergas
Salzgitter-Hallendorf 1;Salzgitter Flachstahl GmbH;NI;38239 ;Salzgitter;110,0;n.b.;2010;IKW / HKW;Konvertergas
Salzgitter-Hallendorf 2;Salzgitter Flachstahl GmbH;NI;38239 ;Salzgitter;110,0;n.b.;2010;IKW / HKW;Konvertergas
Sandbank;Vattenfall Europe GmbH / Stadtwerke München;Offshore;;Nordsee;288,0;;2017;WEA;Wind (O)
Schkopau A;Uniper SE + Saale-Energie;ST;06258 ;Korbetha;490,0;100,0;1996;DKW;Braunkohle
Schkopau B;Uniper SE + Saale-Energie;ST;06258 ;Korbetha;490,0;100,0;1996;DKW;Braunkohle
Schönewalde-Heidehof;Windpark Schönewalde-Heidehof GmbH;BB;04916;Schönewalde;235,8;;2006-2013;WEA;Wind (L)
Schwarze Pumpe A;Lausitz Energie Kraftwerke AG (LEAG);BB;03130;Spremberg;800,0;60,0;1997;DKW;Braunkohle
Schwarze Pumpe B;Lausitz Energie Kraftwerke AG (LEAG);BB;03130;Spremberg;800,0;60,0;1998;DKW;Braunkohle
Schwarzheide;BASF AG;BB;01987;Schwarzheide;124,0;209,0;1994;IKW / GuD;Erdgas
Schwedt;PCK Raffinerie GmbH;BB;16303;Schwedt;375,5;132,0;1998;HKW;Ölrückstand
Schwörstadt-Ryburg 1 bis 4 / Rhein;Energiedienst AG (EnBW);BW;79739;Ryburg-Schwörstadt;144,0;;1931 (1984);LWK;Wasser
Senftenberg I-III;Saferay GmbH / GP Joule GmbH;BB;01968;Senftenberg;178,0;;2011 / 2016;PV;Licht
Sindelfingen;Daimler AG;BW;71059;Sindelfingen;102,0;102,0;1986 / 2013;HKW;Erdgas
Sintfeld;Energieteam AG;NW;33165;Lichtenau;105,0;;2001;WEA;Wind (L)
Stade-Bützfleth;Dow Deutschland Anlagengesellschaft mbH;NI;21683;Stade;173,0;n.b.;2013;GuD;Erdgas
Staßfurt 1 u. 2;KWG-KW-Gesellschaft Staßfurt GmbH;ST;39418;Staßfurt;123,0;160,0;1998;HKW / GuD;Erdgas
Staudinger 4 (Großkrotzenburg);Uniper SE;HE;63538;Großkrotzenburg;637,6;;1977;DKW;Erdgas
Staudinger 5 (Großkrotzenburg);Uniper SE;HE;63538;Großkrotzenburg;553,0;300,0;1992;HKW;Steinkohle
Stößen-Teuchern;Enercon Windpark Stößen GmbH & Co. KG;ST;06667;Stößen;146,0;;2002-2012;WEA;Wind (L)
Stuttgart-Münster;EnBW Kraftwerke AG;BW;70376;Stuttgart;190,4;447,0;1974-1984;HKW / SSA;Steinkohle, HEL, Abfall
Sülzetal;Betreibergesellschaft;ST;39171;Sülzetal;111,4;;2005 / 2009;WEA;Wind (L)
Templin-Groß Dölln;Photovoltaikkraftwerk Groß Dölln GmbH;BB;17268;Templin;128,4;;2012;PV;Licht
Thyrow A bis E;Lausitz Energie Kraftwerke AG (LEAG);BB;14974;Thyrow;186,0;;1987 / 1989;GT;Erdgas
Tonna;EEV Erneuerbare Energien / Boreas Energie;TH;99869;Wangenheim;127,0;;1999 / 2006;WEA;Wind (L)
Uckermark;ENERTRAG AG;BB;17291;Bertikow;341,3;;2009;WEA;Wind (L)
Veer Dörper;Bürgerwindpark Veer Dörper GmbH & Co.KG;SH;25862;Joldelund;100,0;;2015;WEA;Wind (L)
Veja Mate;Veja Mate Offshore Project GmbH;Offshore;;Nordsee;402,0;;2017;WEA;Wind (O)
Ville / Berrenrath (Hürth);RWE Power AG;NW;50354 ;Hürth;107,0;;1993;DKW;Braunkohle
Völklingen-Fenne HKV;Steag Power Saar GmbH;SL;66333;Völklingen-Fenne;233,0;185,0;1989;HKW;Steinkohle
Völklingen-Fenne MKV;Steag Power Saar GmbH;SL;66333;Völklingen-Fenne;233,0;210,0;1982;HKW;Steinkohle
Walchensee / Isar;Uniper SE;BY;82431;Kochel am See;125,6;;1924 (1955);SWK;Wasser
Waldeck I / Eder;Uniper SE;HE;34549;Edertal;147,3;;1932 (2009);PSW;Wasser
Waldeck II / Eder;Uniper SE;HE;34549;Edertal;480,0;;1975 (2009);PSW;Wasser
Waldshut 1 bis 4;Schluchseewerk AG;BW;79761;Waldshut;176,0;;1951;PSW;Wasser
Walheim 1;EnBW Kraftwerke AG;BW;74399;Walheim;107,0;;1965 (2011);DKW;Steinkohle
Walheim 2;EnBW Kraftwerke AG;BW;74399;Walheim;160,0;;1967 (2011);DKW;Steinkohle
Walheim GT D;EnBW Kraftwerke AG;BW;74399;Walheim;143,0;;1981;GT;HEL
Wedel 1;Vattenfall Europe GmbH;SH;22880;Wedel;151,0;423,0;1988 (1993);HKW;Steinkohle
Wedel 2;Vattenfall Europe GmbH;SH;22880;Wedel;138,7;;1989 (1993);HKW;Steinkohle
Wedel A und B;Vattenfall Europe GmbH;SH;22880;Wedel;102,0;;1972 / 1973;GT;HEL
Wehr 1;Schluchseewerk AG;BW;79664;Wehr;248,0;;1976;PSW;Wasser
Wehr 2;Schluchseewerk AG;BW;79664;Wehr;248,0;;1976;PSW;Wasser
Wehr 3;Schluchseewerk AG;BW;79664;Wehr;248,0;;1976;PSW;Wasser
Wehr 4;Schluchseewerk AG;BW;79664;Wehr;248,0;;1976;PSW;Wasser
Weisweiler E (4);RWE Power AG;NW;52249;Eschweiler;363,0;;1965;DKW;Braunkohle
Weisweiler F (5);RWE Power AG;NW;52249;Eschweiler;340,0;;1967;DKW;Braunkohle
Weisweiler G (6);RWE Power AG;NW;52249;Eschweiler;630,0;91,5;1974;DKW;Braunkohle
Weisweiler H (7);RWE Power AG;NW;52249;Eschweiler;625,0;91,5;1975;DKW;Braunkohle
Wesseling 5-8;Basell Polyolefine GmbH / Shell AG;NW;50389;Wesseling;168,0;n.b.;1995-2016;IKW / GuD;Erdgas, HS, Braunkohle
Westfalen E (Hamm-Uentrop);RWE Generation SE;NW;59071;Hamm-Uentrop;820,0;;2014;DKW;Steinkohle
Wikinger;Iberdrola Renovables Deutschland GmbH;Offshore;;Ostsee;350,0;;2018;WEA;Wind (O)
Wilhelmshaven (Uniper);Uniper SE;NI;26386;Wilhelmshaven;788,1;;1976;DKW;Steinkohle
Wilhelmshaven (Engie);Engie Deutschland AG / BKW FMB Energie;NI;26386;Wilhelmshaven;830,0;;2015;DKW;Steinkohle
Wintershall;K+S KALI GmbH;HE;36266;Heringen;110,0;299,0;1970;IKW / GuD;Erdgas
Witznau 1 bis 4;Schluchseewerk AG;BW;79777;Witznau;240,0;;1943;PSW;Wasser
Wolfsburg Nord A+B;VW Kraftwerk GmbH;NI;38440;Wolfsburg;140,0;755,0;1959 (2000);HKW / SSA;Steinkohle
Wolfsburg West 10;VW Kraftwerk GmbH;NI;38440;Wolfsburg;153,0;130,0;1985;IKW / HKW;Steinkohle
Wolfsburg West 20;VW Kraftwerk GmbH;NI;38440;Wolfsburg;153,0;130,0;1985;IKW / HKW;Steinkohle
Wuppertal-Barmen 1 u. 2;WSW Energie und Wasser AG;NW;42275;Wuppertal;145,0;80,0;2005 / 2008;GuD;Erdgas, HEL
Würzburg GuD I/II;Heizkraftwerk Würzburg GmbH;BY;97080;Würzburg;127,0;215,0;2005 / 2009;HKW / GuD;Erdgas
Wybelsumer Polder;WWP GmbH;NI;26721;Emden;110,5;;2002;WEA;Wind (L)
Zerbst Energiepark;Getec Green Energy AG;ST;39264;Zerbst;120,4;;2012-2017;PV / WEA / Akku;Licht / Wind (L) / Batteriespeicher
Zolling-Leininger 5;Engie Deutschland AG;BY;85406;Zolling;474,0;150,0;1986 (2011);HKW;Steinkohle
