Alstom,Alstom ECO 80/1670,AlstomECO801670,1670.0,3.0,,25.0,80.0,80.0,5027.0,3.0
Alstom,Alstom ECO 80/2000,AlstomECO802000,2000.0,3.0,,25.0,75.0,80.0,5027.0,3.0
Alstom,Alstom ECO 86,AlstomECO86,1670.0,3.0,,25.0,80.0,86.0,5741.0,3.0
Alstom,Alstom ECO 100,AlstomECO100,3000.0,3.0,12.0,25.0,88.33333333333333,100.0,7980.0,3.0
Alstom,Alstom ECO 110,AlstomECO110,3000.0,3.0,11.5,25.0,88.33333333333333,110.0,9469.0,3.0
Alstom,Alstom ECO 122/2700,AlstomECO1222700,2700.0,3.0,10.0,34.0,89.0,122.0,11689.0,3.0
Alstom,Alstom ECO 122/3000,AlstomECO1223000,3000.0,3.0,10.5,25.0,115.66666666666667,122.0,11689.0,3.0
Alstom,Alstom Haliade 150,AlstomHaliade150,6000.0,3.0,,25.0,100.0,150.0,17860.0,3.0
AE-Italia,AE-Italia STOMA ST-K60/D21,AEItaliaSTOMASTK60D21,60.0,2.5,8.0,25.0,33.5,21.3,356.0,3.0
Amperax,Amperax A3000,AmperaxA3000,3000.0,3.0,11.3,23.0,118.66666666666667,116.0,10568.0,3.0
AMSC,AMSC wt1650df,AMSCwt1650df,1650.0,3.5,12.0,20.0,75.0,82.0,5281.0,3.0
AMSC,AMSC wt2000df TC IA,AMSCwt2000dfTCIA,2000.0,3.0,11.0,25.0,75.0,86.0,5808.8,3.0
AMSC,AMSC wt2000df TC IIA,AMSCwt2000dfTCIIA,2000.0,3.0,11.0,25.0,90.0,100.0,7854.0,3.0
AMSC,AMSC wt2000df TC IIIA,AMSCwt2000dfTCIIIA,2000.0,3.0,11.0,20.0,95.0,113.0,10028.7,3.0
AMSC,AMSC wt2000fc TC IA,AMSCwt2000fcTCIA,2000.0,3.5,11.5,25.0,75.0,93.0,6792.9,3.0
AMSC,AMSC wt2000fc TC IIA,AMSCwt2000fcTCIIA,2000.0,3.0,11.0,25.0,90.0,100.0,7854.0,3.0
AMSC,AMSC wt2000fc TC IIIA,AMSCwt2000fcTCIIIA,2000.0,3.0,11.0,20.0,95.0,113.0,10028.7,3.0
AMSC,AMSC wt3000df TC IIB,AMSCwt3000dfTCIIB,3000.0,3.0,12.0,25.0,100.0,113.0,10028.7,3.0
AMSC,AMSC wt3000df TC IIIA,AMSCwt3000dfTCIIIA,3000.0,3.0,10.0,20.0,105.0,140.0,15393.8,3.0
AMSC,AMSC wt3000df TC IIIB,AMSCwt3000dfTCIIIB,3000.0,3.0,11.0,20.0,100.0,120.0,11309.7,2.0
